,cifar10_accuracy,cifar10_accuracy_ci,cifar10.2-test_accuracy,cifar10.2-test_accuracy_ci,pretrained,model_family,model_hparams
229,0.6566,"(0.6471986711853476, 0.6659100477727394)",0.495,"(0.4728589878928863, 0.5171556908157756)",False,RandFeaturesCoatesNg_2to6,"{'num_filters': 64, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
230,0.6975,"(0.6883905121746321, 0.7064943391217073)",0.5315,"(0.5093477901092737, 0.5535597313857403)",False,RandFeaturesCoatesNg_2to7,"{'num_filters': 128, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
231,0.6953,"(0.6861727415736104, 0.7043133940821593)",0.531,"(0.5088471535797472, 0.5530618359122235)",False,RandFeaturesCoatesNg_2to13,"{'num_filters': 8192, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
232,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 869749002.6177834, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
233,0.389,"(0.3794282016762547, 0.39863648760284265)",0.289,"(0.26920488217125105, 0.309415497251202)",False,RidgeClassifier,"{'alpha': 521400.82879996736, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
234,0.2766,"(0.2678488201704494, 0.2854814545010078)",0.2065,"(0.18894984944359583, 0.22491476697124724)",False,RidgeClassifier,"{'alpha': 58570208.180566736, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
235,0.246,"(0.23758378221162593, 0.2545643794121327)",0.2025,"(0.18508405316638257, 0.22079246213030213)",False,RandFeaturesCoatesNg_2to0,"{'num_filters': 1, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
236,0.4023,"(0.3926687058985437, 0.4119882300629696)",0.3,"(0.2799715839283128, 0.3206163504459957)",False,RidgeClassifier,"{'alpha': 135304.77745798076, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
237,0.9152,"(0.9095681381888392, 0.9205886475670536)",0.773,"(0.7539986320167726, 0.7911976308937752)",False,ShuffleNetV2_2,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
238,0.3733,"(0.3638080717626825, 0.3828657712831024)",0.279,"(0.25942930479476534, 0.2992205887891397)",False,RidgeClassifier,"{'alpha': 5.462277217684337, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
239,0.7245,"(0.7156290217875173, 0.7332400608759231)",0.58,"(0.5580150528054056, 0.6017500429300194)",False,DenseNet121,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
240,0.5207,"(0.5108537494928561, 0.5305341888256206)",0.3685,"(0.3473141379938823, 0.39007211898228167)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
241,0.6542,"(0.6447839935605303, 0.663526125384334)",0.5075,"(0.48534200745815076, 0.5296359744585974)",False,RandFeaturesCoatesNg_2to6,"{'num_filters': 64, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.001, 'zca': False, 'tot_patches': 100000}"
242,0.8128,"(0.805014046385809, 0.8204033460465796)",0.6585,"(0.6372464290543762, 0.6792878840407301)",False,PNASNetA,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
243,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,PNASNetA,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
244,0.9158,"(0.9101855184866724, 0.9211709064631033)",0.78,"(0.761191591372354, 0.7979839014387016)",False,PNASNetB,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
245,0.6082,"(0.598552002331101, 0.6177849407486123)",0.4585,"(0.43648698908370515, 0.4806348503155846)",False,RandFeaturesCoatesNg_2to5,"{'num_filters': 32, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
246,0.7666,"(0.7581824955139082, 0.7748619712264132)",0.581,"(0.5590207243236008, 0.6027414339367813)",False,RandFeaturesCoatesNg_2to14,"{'num_filters': 16384, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
247,0.9378,"(0.9328874436982348, 0.9424556363247306)",0.8085,"(0.7905579468795096, 0.8255327770177834)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.01629750834620645, 'momentum': 0.7809090909090909, 'weight_decay': 1.5922827933410938e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.700204081632653}"
248,0.5768,"(0.5670452677710469, 0.5865099783055643)",0.4105,"(0.3888354311728925, 0.4324273809800073)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 1.0, 'zca': False, 'tot_patches': 100000}"
249,0.3747,"(0.3652005200622976, 0.38427250665816914)",0.2905,"(0.27067224171534454, 0.3109437121635563)",False,RandFeaturesCoatesNg_2to1,"{'num_filters': 2, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.5, 'zca': False, 'tot_patches': 100000}"
250,0.39,"(0.3804234699694791, 0.39964063631912894)",0.2855,"(0.2657820739181261, 0.3058486333417786)",False,RidgeClassifier,"{'alpha': 0.0032745491628777285, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
251,0.561,"(0.5512067930310692, 0.5707576612984574)",0.402,"(0.3804189400366423, 0.4238688461659259)",False,SVM,"{'kernel': 'rbf', 'C': 100, 'gamma': 'auto', 'scale_features': True}"
252,0.2545,"(0.24598526028612128, 0.263157930687833)",0.194,"(0.17687827835660505, 0.21202354683006375)",False,RidgeClassifier,"{'alpha': 7.054802310718631e+16, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
253,0.772,"(0.7636485544267729, 0.7801927516806679)",0.5815,"(0.559523594232199, 0.6032370952738628)",False,RandFeaturesCoatesNg_2to14,"{'num_filters': 16384, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
254,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.002009233002565048, 'momentum': 0.8962626262626262, 'weight_decay': 27.1858824273294, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.30612244897959184}"
255,0.8877,"(0.8813484681541031, 0.8938247441455662)",0.7435,"(0.7237629103740951, 0.7625207139767245)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0013219411484660286, 'momentum': 0.36272727272727273, 'weight_decay': 2.0092330025650458e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.24612244897959185}"
256,0.9476,"(0.9430504809173382, 0.9518865474254845)",0.8265,"(0.8091788576979044, 0.8428581152965849)",False,ResNeXt29_2x64d,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
257,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,ResNet50,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.9624242424242424, 'weight_decay': 32.74549162877728, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.27142857142857146}"
258,0.6083,"(0.5986524077125598, 0.6178844770693931)",0.458,"(0.4359895569805934, 0.48013375051635176)",False,RandFeaturesCoatesNg_2to5,"{'num_filters': 32, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.5, 'zca': False, 'tot_patches': 100000}"
259,0.7447,"(0.7360334871814523, 0.7532237895830838)",0.614,"(0.592259587412213, 0.6354056050850603)",False,VGG13,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6892612104349695, 'momentum': 0.8652525252525253, 'weight_decay': 0.00031257158496882353, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7204081632653062}"
260,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 1000000000000000.0, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
261,0.7439,"(0.7352249428603553, 0.7524328016282038)",0.5555,"(0.5334043238611218, 0.5774327276854798)",False,RandFeaturesCoatesNg_2to11,"{'num_filters': 2048, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 10.0, 'zca': False, 'tot_patches': 100000}"
262,0.7844,"(0.7762076468381922, 0.7924263980562087)",0.636,"(0.6144759457610185, 0.6571245635413607)",False,ResNet50,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
263,0.4893,"(0.4794567416248011, 0.49914949313114776)",0.402,"(0.3804189400366423, 0.4238688461659259)",False,RegNetX_400MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6892612104349695, 'momentum': 0.8652525252525253, 'weight_decay': 0.00031257158496882353, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7204081632653062}"
264,0.867,"(0.8601875127584012, 0.873597966622385)",0.7275,"(0.7074125754268279, 0.7469183363505556)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.00014174741629268049, 'momentum': 0.8784848484848484, 'weight_decay': 4.037017258596558e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.28244897959183674}"
265,0.9502,"(0.9457535092525987, 0.9543818963912396)",0.843,"(0.826305190100136, 0.8586823194087543)",True,imgnt_mobilenet_v2,"{'num_classes': 10, 'input_size': (224, 224), 'pretrained': True, 'finetune_only_last_layer': False, 'batch_size': 32, 'epochs': 100, 'optimizer': 'SGD', 'lr': 0.01, 'momentum': 0.9, 'weight_decay': 0.0, 'lr_scheduler': 'StepLR', 'milestones': (30, 60, 80), 'gamma': 0.975, 'dropout_p': 0.2, 'color_jitter': False}"
266,0.7364,"(0.7276466575705175, 0.7450154711474133)",0.559,"(0.5369168422787838, 0.5809099311557453)",False,RandFeaturesCoatesNg_2to9,"{'num_filters': 512, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
267,0.7991,"(0.7911103410754493, 0.8069150886597471)",0.6185,"(0.5968000591576615, 0.6398519056156564)",False,RandFeaturesCoatesNg_2to14,"{'num_filters': 16384, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 100.0, 'zca': False, 'tot_patches': 100000}"
268,0.9556,"(0.9513780486778434, 0.9595539563940492)",0.8445,"(0.8278650777711505, 0.8601179242353056)",False,ResNeXt29_2x64d,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
269,0.9062,"(0.9003167978320327, 0.9118453856676447)",0.761,"(0.7416846662921881, 0.7795471642766223)",False,ShuffleNetG2,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
270,0.9381,"(0.9331980209014794, 0.9427448751342524)",0.8485,"(0.8320273174070062, 0.8639436547253728)",True,clip_vit_b32_ft,{'num_classes': 10}
271,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,RegNetX_200MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
272,0.6082,"(0.598552002331101, 0.6177849407486123)",0.4585,"(0.43648698908370515, 0.4806348503155846)",False,RandFeaturesCoatesNg_2to5,"{'num_filters': 32, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.001, 'zca': False, 'tot_patches': 100000}"
273,0.7677,"(0.7592957974244996, 0.775948025552801)",0.584,"(0.5620382857272804, 0.6057150598362473)",False,RandFeaturesCoatesNg_2to14,"{'num_filters': 16384, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 1.0, 'zca': False, 'tot_patches': 100000}"
274,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 2420128264794383.5, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
275,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,ShuffleNetV2_1_5,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6135907273413169, 'momentum': 0.8057575757575758, 'weight_decay': 0.01707352647470692, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1326530612244898}"
276,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,RidgeClassifier,"{'alpha': 1.7475284000076829e+21, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
277,0.3316,"(0.32237285987068187, 0.3409253052585167)",0.2575,"(0.238453469092725, 0.277259949340694)",False,LogisticRegression,"{'penalty': 'l2', 'C': 1e-06, 'max_iter': 2000, 'scale_features': True, 'fit_intercept': True, 'solver': 'lbfgs'}"
278,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 1232846739442063.5, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
279,0.9103,"(0.9045291808171659, 0.9158305468779449)",0.7775,"(0.7586218258996495, 0.7955610868105736)",False,ShuffleNetV2_2,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
280,0.9106,"(0.9048375398025433, 0.9161220080002296)",0.776,"(0.757080422869733, 0.7941069406975433)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0017475284000076847, 'momentum': 0.4672727272727273, 'weight_decay': 0.003351602650938841, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.3006122448979592}"
281,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,DenseNet169,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
282,0.1387,"(0.1319816440687177, 0.14562950852390244)",0.1395,"(0.12460249658250261, 0.15546271581171967)",False,RidgeClassifier,"{'alpha': 2.056512308348643e+18, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
283,0.7423,"(0.7336079671828261, 0.7508507127107358)",0.5785,"(0.5565067161077286, 0.6002627857575376)",False,RandFeaturesCoatesNg_2to9,"{'num_filters': 512, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
284,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.197,"(0.17977300478122765, 0.21511988350097855)",False,RidgeClassifier,"{'alpha': 1.8307382802953696e+16, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
285,0.4857,"(0.47585955455519363, 0.4955487778857669)",0.3645,"(0.3433685275282406, 0.38602949267199405)",False,RandFeaturesCoatesNg_2to3,"{'num_filters': 8, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.001, 'zca': False, 'tot_patches': 100000}"
286,0.7426,"(0.733911138680064, 0.7511473658294014)",0.5655,"(0.5434429979930178, 0.5873646864709869)",False,RandFeaturesCoatesNg_2to9,"{'num_filters': 512, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
287,0.7067,"(0.6976674934727931, 0.715611986109376)",0.4945,"(0.47235995164108696, 0.5166561949409483)",False,RandFeaturesCoatesNg_2to13,"{'num_filters': 8192, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 1.0, 'zca': False, 'tot_patches': 100000}"
288,0.6755,"(0.666223576531742, 0.6846741155156231)",0.5715,"(0.5494705099017013, 0.5933195526482312)",False,RegNetX_200MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6892612104349695, 'momentum': 0.8652525252525253, 'weight_decay': 0.00031257158496882353, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7204081632653062}"
289,0.3388,"(0.32952150549286885, 0.34817245901071814)",0.2505,"(0.23163696658009125, 0.2700971576535427)",False,K_nearest_neighbors,"{'n_neighbors': 7, 'weights': 'uniform', 'p': 2, 'scale_features': True}"
