,cifar10_accuracy,cifar10_accuracy_ci,cifar10.1-v6_accuracy,cifar10.1-v6_accuracy_ci,pretrained,model_family,model_hparams
360,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.2015,"(0.18411802367840832, 0.2197614674675571)",False,RidgeClassifier,"{'alpha': 225701971.9633917, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
361,0.8601,"(0.8531463531234698, 0.8668432028886408)",0.745,"(0.7252974461619052, 0.7639817419003843)",False,MobileNet,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
362,0.3395,"(0.33021664107515847, 0.3488769150622386)",0.27,"(0.2506416524571554, 0.290034820650135)",False,RidgeClassifier,"{'alpha': 100.0, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
363,0.5236,"(0.513755424398918, 0.5334308240951149)",0.365,"(0.34386164314510786, 0.3865349065789302)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
364,0.73,"(0.721182405064973, 0.738683463933778)",0.5665,"(0.5444473583183813, 0.5883573892520224)",False,RandFeaturesCoatesNg_2to10,"{'num_filters': 1024, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
365,0.3637,"(0.35426215121935506, 0.3732172898658067)",0.267,"(0.24771467197009306, 0.28697066477876676)",False,RidgeClassifier,"{'alpha': 0.0004328761281083057, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
366,0.4728,"(0.4629738129067527, 0.48264203632547975)",0.356,"(0.3349893357658008, 0.37743368586801496)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.004037017258596553, 'momentum': 0.4812121212121212, 'weight_decay': 0.1747528400007683, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.863673469387755}"
367,0.8943,"(0.8881087705965591, 0.9002605156893008)",0.796,"(0.7776613611441141, 0.8134665864777426)",False,VGG11,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0016297508346206436, 'momentum': 0.8940404040404041, 'weight_decay': 4.037017258596558e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.4755102040816327}"
368,0.8717,"(0.8649870509345212, 0.8781956484265359)",0.762,"(0.7427100403720387, 0.7805188279482463)",False,ShuffleNetV2_1,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
369,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,RidgeClassifier,"{'alpha': 8.902150854450356e+20, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
370,0.2526,"(0.24410690600527918, 0.2612373959064517)",0.2015,"(0.18411802367840832, 0.2197614674675571)",False,RidgeClassifier,"{'alpha': 2.056512308348643e+18, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
371,0.1106,"(0.10451688694582559, 0.11691091120466102)",0.104,"(0.09095948012944781, 0.11821393368040023)",False,RidgeClassifier,"{'alpha': 1.5e+23, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
372,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.2015,"(0.18411802367840832, 0.2197614674675571)",False,RidgeClassifier,"{'alpha': 739072203352.5775, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
373,0.8255,"(0.817916701363417, 0.8328932319766281)",0.695,"(0.6742969238971196, 0.7151298829493675)",False,PNASNetA,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
374,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,SENet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
375,0.952,"(0.9476267037712518, 0.9561075732441215)",0.8785,"(0.8633745669565062, 0.8925056171873993)",False,ResNeXt29_2x64d,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
376,0.9033,"(0.8973393239274576, 0.9090245937310063)",0.8055,"(0.7874602874159466, 0.8226393771951326)",False,RegNetX_400MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
377,0.5443,"(0.534477003945889, 0.554097182356955)",0.4235,"(0.40172054190999307, 0.4455040815361496)",False,RandFeaturesCoatesNg_2to4,"{'num_filters': 16, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.001, 'zca': False, 'tot_patches': 100000}"
378,0.4022,"(0.39256912565786295, 0.41188786859576054)",0.315,"(0.29467555955325386, 0.3358681624091502)",False,RidgeClassifier,"{'alpha': 0.04862601580065353, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
379,0.3891,"(0.37952772660400463, 0.3987369043757536)",0.2915,"(0.27165062774681653, 0.3119623759895047)",False,RidgeClassifier,"{'alpha': 81.11308307896873, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
380,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,SENet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.2420128264794381, 'momentum': 0.8, 'weight_decay': 2.782559402207126e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7693877551020408}"
381,0.2535,"(0.24499662599167799, 0.26214714967602226)",0.2005,"(0.18315216388389882, 0.21873030357429635)",False,RidgeClassifier,"{'alpha': 3351602650.9388475, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
382,0.738,"(0.7292630850875941, 0.7465981084292732)",0.6025,"(0.5806648532849259, 0.6240341373449889)",False,RandFeaturesCoatesNg_2to9,"{'num_filters': 512, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
383,0.3638,"(0.3543615671058206, 0.3733178156628849)",0.267,"(0.24771467197009306, 0.28697066477876676)",False,RidgeClassifier,"{'alpha': 0.02477076355991709, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
384,0.9566,"(0.9524213409155534, 0.9605100291686878)",0.89,"(0.8754615241600706, 0.903383507578312)",False,RegNetX_400MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
385,0.5147,"(0.5048513329704296, 0.5245401015120692)",0.385,"(0.3636061616630913, 0.4067315852133069)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
386,0.3637,"(0.35426215121935506, 0.3732172898658067)",0.267,"(0.24771467197009306, 0.28697066477876676)",False,RidgeClassifier,"{'alpha': 7.564633275546291e-06, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
387,0.2286,"(0.22039946259268234, 0.2369588800754201)",0.193,"(0.17591372243936346, 0.21099108272574996)",False,RidgeClassifier,"{'alpha': 5.3366992312063014e+17, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
388,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,LeNet,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6135907273413169, 'momentum': 0.8057575757575758, 'weight_decay': 0.01707352647470692, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1326530612244898}"
389,0.3125,"(0.3034209969060556, 0.32168831432901457)",0.251,"(0.2321236430332643, 0.27060900179733527)",False,MobileNet,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6892612104349695, 'momentum': 0.8652525252525253, 'weight_decay': 0.00031257158496882353, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7204081632653062}"
390,0.9419,"(0.9371347958055022, 0.9464057633508381)",0.877,"(0.8618011694538258, 0.8910835827597181)",False,ShuffleNetV2_2,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.9765656565656566, 'weight_decay': 0.0022051307399030455, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1816326530612245}"
391,0.9207,"(0.9152306105654584, 0.925922862662063)",0.834,"(0.8169563726531924, 0.850058142571943)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.005336699231206312, 'momentum': 0.37666666666666665, 'weight_decay': 0.013530477745798061, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.6093877551020408}"
392,0.7766,"(0.7683063503777458, 0.7847322626386551)",0.6575,"(0.6362333224026602, 0.6783039338111887)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
393,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.2015,"(0.18411802367840832, 0.2197614674675571)",False,RidgeClassifier,"{'alpha': 5.3366992312063014e+17, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
394,0.9235,"(0.9181161633450171, 0.9286356187103092)",0.843,"(0.826305190100136, 0.8586823194087543)",False,DenseNet169,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0016297508346206436, 'momentum': 0.8940404040404041, 'weight_decay': 4.037017258596558e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.4755102040816327}"
395,0.9115,"(0.9057627308613025, 0.9169962770933404)",0.8215,"(0.804000168046578, 0.8380517554546728)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.002009233002565048, 'momentum': 0.6972727272727273, 'weight_decay': 5.0941380148163754e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.5912244897959184}"
396,0.9584,"(0.9543007358245249, 0.9622294864832089)",0.897,"(0.882841469393534, 0.9099820345080489)",False,ResNeXt29_32x4d,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
397,0.3747,"(0.3652005200622976, 0.38427250665816914)",0.283,"(0.2633381012548563, 0.3032999844104609)",False,RandFeaturesCoatesNg_2to1,"{'num_filters': 2, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
398,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,ShuffleNetV2_0_5,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
399,0.8756,"(0.8689718361129382, 0.8820085542653576)",0.7675,"(0.7483521435033953, 0.7858604269652456)",True,imgnt_vgg11,"{'num_classes': 10, 'input_size': (32, 32), 'pretrained': True, 'finetune_only_last_layer': False, 'batch_size': 32, 'epochs': 100, 'optimizer': 'SGD', 'lr': 0.01, 'momentum': 0.9, 'weight_decay': 0.0, 'lr_scheduler': 'StepLR', 'milestones': (30, 60, 80), 'gamma': 0.975, 'dropout_p': 0.2, 'color_jitter': False}"
400,0.329,"(0.3197920006102806, 0.33830768154502366)",0.2565,"(0.23747928602327548, 0.2762370896259049)",False,RandFeaturesCoatesNg_2to1,"{'num_filters': 2, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.01, 'zca': False, 'tot_patches': 100000}"
401,0.9131,"(0.9074079436425905, 0.9185501039317641)",0.826,"(0.8086607653407698, 0.8423777034432192)",False,ShuffleNetV2_1_5,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
402,0.8989,"(0.8928248018342139, 0.9047417428405202)",0.791,"(0.7725101341798418, 0.8086326826495319)",False,MobileNet,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.2420128264794381, 'momentum': 0.8, 'weight_decay': 2.782559402207126e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7693877551020408}"
403,0.4773,"(0.46746809630132147, 0.48714513077540933)",0.3485,"(0.32760191139990186, 0.36984317586140336)",False,SVM,"{'kernel': 'poly', 'C': 100, 'gamma': 'auto', 'scale_features': True}"
404,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 8.111308307896872e-05, 'momentum': 0.3975757575757576, 'weight_decay': 29.150530628251758, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.46408163265306124}"
405,0.379,"(0.36947785411839607, 0.38859266540072634)",0.2785,"(0.25894084124505334, 0.29871052854744495)",False,RidgeClassifier,"{'alpha': 21.049041445120217, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
406,0.9426,"(0.9378605782987703, 0.9470795490030566)",0.8555,"(0.8393204288957122, 0.8706294539776445)",False,VGG16,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
407,0.7721,"(0.7637497958297639, 0.7802914517392686)",0.609,"(0.5872168698812787, 0.630463018486972)",False,RandFeaturesCoatesNg_2to14,"{'num_filters': 16384, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
408,0.9536,"(0.9492931242601272, 0.9576401455655933)",0.8935,"(0.879149223277667, 0.9066850583254267)",False,ResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
409,0.9002,"(0.8941582687040116, 0.906007500298303)",0.8025,"(0.7843642130017184, 0.8197443877666211)",False,ResNeXt29_32x4d,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
410,0.3308,"(0.3215787154366404, 0.34011991646206163)",0.2505,"(0.23163696658009125, 0.2700971576535427)",False,K_nearest_neighbors,"{'n_neighbors': 3, 'weights': 'uniform', 'p': 2, 'scale_features': True}"
411,0.2457,"(0.23728733952390185, 0.2542609975665936)",0.206,"(0.1884664792558352, 0.22439962413146397)",False,PNASNetB,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6892612104349695, 'momentum': 0.8652525252525253, 'weight_decay': 0.00031257158496882353, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7204081632653062}"
412,0.2526,"(0.24410690600527918, 0.2612373959064517)",0.2015,"(0.18411802367840832, 0.2197614674675571)",False,RidgeClassifier,"{'alpha': 4.0370172585965496e+18, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
413,0.4283,"(0.4185735288737097, 0.438068252671878)",0.3285,"(0.30793018645260867, 0.3495737711194101)",False,RandomForest,"{'n_estimators': 100, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'scale_features': True}"
414,0.9514,"(0.947002129645809, 0.9555325240841561)",0.879,"(0.8638991885318779, 0.8929794721142692)",False,RegNetX_200MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
415,0.6962,"(0.6870799818977263, 0.7052056283464387)",0.5475,"(0.525379808225088, 0.56948073482305)",False,RandFeaturesCoatesNg_2to7,"{'num_filters': 128, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.5, 'zca': False, 'tot_patches': 100000}"
416,0.8015,"(0.7935449620007767, 0.8092790603535878)",0.678,"(0.657022785754343, 0.6984541138025122)",True,imgnt_resnet50,"{'num_classes': 10, 'input_size': (32, 32), 'pretrained': True, 'finetune_only_last_layer': False, 'batch_size': 32, 'epochs': 100, 'optimizer': 'SGD', 'lr': 0.01, 'momentum': 0.9, 'weight_decay': 0.0, 'lr_scheduler': 'StepLR', 'milestones': (30, 60, 80), 'gamma': 0.975, 'dropout_p': 0.2, 'color_jitter': False}"
417,0.6058,"(0.5961423993730623, 0.615395942835665)",0.4805,"(0.45839582834269527, 0.5026614192203327)",False,RandFeaturesCoatesNg_2to5,"{'num_filters': 32, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.1, 'zca': False, 'tot_patches': 100000}"
418,0.9538,"(0.9495015200056292, 0.9578316236422846)",0.883,"(0.8680990251887931, 0.8967674323252904)",False,DenseNet169,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.9765656565656566, 'weight_decay': 0.0022051307399030455, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1816326530612245}"
419,0.4079,"(0.3982458610287975, 0.41760781065297947)",0.3245,"(0.3040008535451136, 0.34551488362740934)",False,RidgeClassifier,"{'alpha': 1.4174741629268048, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
420,0.9507,"(0.946273683289447, 0.9548614092971504)",0.875,"(0.8597043811925421, 0.8891864562741778)",False,RegNetX_400MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
